,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
15417,737619,878254.0,28701.0,23174.0,500.0,636.414,20.798000000000002,16.793,0.36200000000000004,219103.0,11806256.0,8.555,0.159,262371.0,0.19,10.156,0.098,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15418,737620,906752.0,28498.0,23727.0,553.0,657.065,20.651,17.192999999999998,0.401,286247.0,12092503.0,8.763,0.207,268773.0,0.195,10.056,0.099,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15419,737621,936181.0,29429.0,24309.0,582.0,678.39,21.325,17.615,0.42200000000000004,320161.0,12412664.0,8.995,0.23199999999999998,276985.0,0.201,10.006,0.1,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15420,737622,968876.0,32695.0,24915.0,606.0,702.082,23.691999999999997,18.054000000000002,0.439,326826.0,12739490.0,9.231,0.237,285523.0,0.207,9.915,0.101,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15421,737623,1003832.0,34956.0,25602.0,687.0,727.4119999999999,25.33,18.552,0.498,333228.0,13072718.0,9.472999999999999,0.24100000000000002,292604.0,0.212,9.752,0.103,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15422,737624,1038716.0,34884.0,26273.0,671.0,752.69,25.278000000000002,19.038,0.486,361024.0,13433742.0,9.735,0.262,303820.0,0.22,9.765,0.102,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15423,737625,1077618.0,38902.0,26816.0,543.0,780.88,28.19,19.432000000000002,0.39299999999999996,358127.0,13791869.0,9.994,0.26,314959.0,0.228,9.667,0.103,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15424,737626,1118043.0,40425.0,27497.0,681.0,810.174,29.293000000000003,19.925,0.493,256039.0,14047908.0,10.18,0.18600000000000003,320236.0,0.23199999999999998,9.348,0.107,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15425,737627,1155191.0,37148.0,28084.0,587.0,837.092,26.919,20.351,0.425,333395.0,14381303.0,10.421,0.242,326971.0,0.237,9.213,0.109,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15426,737628,1192915.0,37724.0,28732.0,648.0,864.428,27.336,20.82,0.47,343243.0,14724546.0,10.67,0.249,330269.0,0.239,9.005,0.111,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15427,737629,1238635.0,45720.0,29861.0,1129.0,897.559,33.13,21.638,0.818,350823.0,15075369.0,10.924000000000001,0.254,333697.0,0.242,8.658999999999999,0.115,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15428,737630,1287945.0,49310.0,30601.0,740.0,933.291,35.732,22.175,0.536,352801.0,15428170.0,11.18,0.256,336493.0,0.244,8.291,0.121,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15429,737631,1336861.0,48916.0,31358.0,757.0,968.737,35.446,22.723000000000003,0.5489999999999999,420898.0,15849068.0,11.485,0.305,345047.0,0.25,8.101,0.123,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15430,737632,1385522.0,48661.0,32063.0,705.0,1003.998,35.260999999999996,23.234,0.511,442263.0,16291331.0,11.805,0.32,357066.0,0.259,8.118,0.123,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15431,737633,1435453.0,49931.0,32771.0,708.0,1040.18,36.181999999999995,23.747,0.513,515472.0,16806803.0,12.179,0.374,394128.0,0.28600000000000003,8.692,0.115,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15432,737634,1483156.0,47703.0,33425.0,654.0,1074.747,34.567,24.221,0.474,528082.0,17334885.0,12.561,0.38299999999999995,421940.0,0.306,9.006,0.111,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15433,737635,1531669.0,48513.0,34193.0,768.0,1109.902,35.154,24.776999999999997,0.557,408855.0,17743740.0,12.857999999999999,0.29600000000000004,431313.0,0.313,8.913,0.112,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15434,737636,1583792.0,52123.0,34968.0,775.0,1147.672,37.77,25.339000000000002,0.562,446642.0,18190382.0,13.181,0.324,445002.0,0.322,9.025,0.111,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15435,737637,1638870.0,55078.0,35747.0,779.0,1187.583,39.911,25.904,0.564,642588.0,18832970.0,13.647,0.466,486400.0,0.35200000000000004,9.702,0.103,77.78,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15436,737638,1695988.0,57118.0,36511.0,764.0,1228.973,41.39,26.456999999999997,0.5539999999999999,525689.0,19358659.0,14.027999999999999,0.381,501370.0,0.363,9.773,0.102,79.63,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15437,737639,1750723.0,54735.0,37364.0,853.0,1268.636,39.663000000000004,27.075,0.618,463172.0,19821831.0,14.364,0.336,504357.0,0.365,9.667,0.103,79.63,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15438,737640,1803695.0,52972.0,38135.0,771.0,1307.021,38.385,27.634,0.5589999999999999,381027.0,20202858.0,14.64,0.276,485151.0,0.35200000000000004,9.222,0.108,79.63,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15439,737641,1855745.0,52050.0,38938.0,803.0,1344.7379999999998,37.717,28.215999999999998,0.5820000000000001,661892.0,20864750.0,15.119000000000002,0.48,504266.0,0.365,9.474,0.106,79.63,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15440,737642,1908254.0,52509.0,39795.0,857.0,1382.7879999999998,38.05,28.837,0.621,619652.0,21484402.0,15.568,0.449,534380.0,0.387,9.933,0.101,79.63,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15441,737643,1964536.0,56282.0,40699.0,904.0,1423.5720000000001,40.784,29.491999999999997,0.655,664949.0,22149351.0,16.05,0.48200000000000004,565567.0,0.41,10.398,0.096,79.63,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15442,737644,2027074.0,62538.0,41585.0,886.0,1468.89,45.317,30.134,0.642,639042.0,22788393.0,16.512999999999998,0.46299999999999997,565060.0,0.409,10.189,0.098,79.63,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15443,737645,2088611.0,61537.0,42518.0,933.0,1513.481,44.592,30.81,0.6759999999999999,598778.0,23387171.0,16.947,0.434,575502.0,0.41700000000000004,10.261,0.097,58.25808219178082,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15444,737646,2153010.0,64399.0,43379.0,861.0,1560.1470000000002,46.666000000000004,31.434,0.624,719364.0,24106535.0,17.468,0.521,612101.0,0.444,10.651,0.094,58.25808219178082,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15445,737647,2215074.0,62064.0,44386.0,1007.0,1605.121,44.974,32.164,0.73,477023.0,24583558.0,17.814,0.34600000000000003,625814.0,0.45299999999999996,10.649,0.094,58.25808219178082,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15446,737648,2268675.0,53601.0,45257.0,871.0,1643.9620000000002,38.841,32.795,0.631,477023.0,24583558.0,,,,,,,58.25808219178082,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15447,737649,2329638.0,60963.0,46091.0,834.0,1688.138,44.176,33.399,0.604,477023.0,24583558.0,,,,,,,58.25808219178082,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
